HGT_prl,time,lat,lon,TMP_prl,TMP_2m,APCP_sfc
5848.29,700034400.0,,,288.53223,299.74585,0.015625
5848.29,700056000.0,,,289.86035,299.49585,1.734375
5849.79,700077600.0,,,289.3916,300.12085,0.90625
5849.79,700099200.0,,,290.21973,299.7146,2.3515625
5851.79,700120800.0,,,290.53223,299.93335,7.78125
5850.79,700142400.0,,,290.37598,299.62085,9.2890625
5851.79,700164000.0,,,290.75098,299.9646,7.0390625
5853.79,700185600.0,,,291.37598,300.5271,0.3125
5853.79,700207200.0,,,290.92285,300.2146,0.171875
5853.79,700228800.0,,,290.12598,300.24585,0.53125
5854.79,700250400.0,,,289.8916,299.93335,0.1796875
5861.79,700272000.0,,,290.34473,300.2771,0.7890625
5861.79,700293600.0,,,290.5166,300.1521,1.0703125
5861.79,700315200.0,,,290.87598,300.24585,0.6015625
5863.79,700336800.0,,,290.87598,300.5271,0.1484375
5863.79,700358400.0,,,291.11035,300.55835,0.171875
5861.79,700380000.0,,,291.4541,300.4646,0.0234375
5860.79,700401600.0,,,291.12598,300.5896,0.0078125
5858.79,700423200.0,,,291.4541,300.9021,6.1582683e-17
5856.79,700444800.0,,,292.00098,300.7771,0.15625
5856.79,700466400.0,,,291.7666,300.99585,3.03125
5856.79,700488000.0,,,290.5791,300.2146,3.8515625
5855.29,700509600.0,,,290.06348,297.2146,0.015625
5856.79,700531200.0,,,289.59473,297.74585,0.0
5854.79,700552800.0,,,291.75098,299.37085,5.6319532e-14
5853.79,700574400.0,,,289.81348,297.1521,0.0
5854.29,700596000.0,,,287.56348,299.5271,0.0
5855.79,700617600.0,,,288.06348,299.49585,0.0
5855.79,700639200.0,,,286.7666,299.5896,0.015625
5853.79,700660800.0,,,287.65723,299.6521,0.0
5850.79,700682400.0,,,286.8916,299.49585,0.0
5850.79,700704000.0,,,287.5166,299.7146,0.0
5849.79,700725600.0,,,288.50098,299.3396,0.109375
5850.79,700747200.0,,,288.92285,299.5271,0.046875
5849.79,700768800.0,,,288.9541,299.49585,0.265625
5849.79,700790400.0,,,289.36035,299.80835,0.15625
5850.79,700812000.0,,,289.09473,299.9021,0.0
5851.79,700833600.0,,,290.40723,299.80835,0.2578125
5852.29,700855200.0,,,290.65723,300.24585,2.140625
5854.79,700876800.0,,,291.37598,300.05835,0.015625
5854.79,700898400.0,,,290.00098,300.2771,1.1875
5854.79,700920000.0,,,290.5166,300.49585,1.5390625
5852.79,700941600.0,,,290.84473,296.7771,0.0
5860.79,700963200.0,,,290.2666,299.62085,3.0859375
5860.79,700984800.0,,,290.28223,299.7146,1.1484375
5861.79,701006400.0,,,290.36035,299.80835,0.3515625
5861.79,701028000.0,,,289.90723,300.0896,0.0703125
5862.79,701049600.0,,,289.75098,300.30835,2.1488887e-14
5861.79,701071200.0,,,291.53223,300.4646,0.0
5860.79,701092800.0,,,292.00098,300.6521,0.0
5858.79,701114400.0,,,291.87598,300.8396,0.0
5856.79,701136000.0,,,292.17285,300.93335,0.0
5855.79,701157600.0,,,292.00098,300.9021,0.0
5854.79,701179200.0,,,291.50098,300.87085,4.75
5855.29,701200800.0,,,289.7666,294.68335,0.890625
5855.29,701222400.0,,,289.7666,295.9646,1.6378565e-13
5853.79,701244000.0,,,290.6416,296.74585,0.0
5854.79,701265600.0,,,291.03223,299.4646,0.0
5854.29,701287200.0,,,290.4541,299.5271,0.0
5855.79,701308800.0,,,289.78223,299.5271,0.0
5855.79,701330400.0,,,288.04785,299.7771,0.0
5855.79,701352000.0,,,287.1416,299.4646,0.0
5854.79,701373600.0,,,286.65723,299.37085,0.0
5853.29,701395200.0,,,286.25098,299.49585,0.0
5851.79,701416800.0,,,287.18848,299.4021,0.0
5851.79,701438400.0,,,287.25098,299.5896,0.0
5851.79,701460000.0,,,287.8291,299.43335,0.0
5851.79,701481600.0,,,288.62598,299.3396,0.03125
5852.79,701503200.0,,,290.17285,299.55835,0.046875
5852.79,701524800.0,,,291.0791,299.37085,0.0
5851.79,701546400.0,,,291.11035,299.4646,3.4694470000000005e-17
5853.79,701568000.0,,,291.62598,299.9021,0.0
5853.79,701589600.0,,,290.0166,300.05835,0.015625
5853.79,701611200.0,,,290.90723,300.05835,0.703125
5854.79,701632800.0,,,291.04785,298.8396,0.0
5857.29,701654400.0,,,289.23535,299.24585,0.0546875
5857.79,701676000.0,,,289.00098,299.2771,0.078125
5858.79,701697600.0,,,288.68848,299.62085,0.046875
5860.79,701719200.0,,,288.59473,299.7146,0.015625
5860.79,701740800.0,,,289.18848,300.05835,0.0
5861.79,701762400.0,,,292.56348,300.4021,0.0
5858.79,701784000.0,,,292.3291,300.55835,0.0
5857.29,701805600.0,,,292.25098,300.7771,0.0
5854.79,701827200.0,,,292.2666,300.68335,0.078125
5853.79,701848800.0,,,291.93848,300.62085,0.3125
