time,latitude,longitude,UGRD_10m
730382400.0,,,-1.3074286
730404000.0,,,-0.83868194
730425600.0,,,-0.04180868
730447200.0,,,-3.6355557
730468800.0,,,-1.7136805
730490400.0,,,-1.479305
730512000.0,,,0.23944427
730533600.0,,,-0.8699288
730555200.0,,,0.0050674737
730576800.0,,,1.9738194
730598400.0,,,0.239446
730620000.0,,,-1.4324291
730641600.0,,,-1.8230551
730663200.0,,,0.4581942
730684800.0,,,0.56757736
730706400.0,,,2.067568
730728000.0,,,0.9581943
730749600.0,,,0.48944402
730771200.0,,,0.5363236
730792800.0,,,-0.6355556
730814400.0,,,2.1769452
730836000.0,,,0.6456927
730857600.0,,,-0.97930187
730879200.0,,,-1.6668121
730900800.0,,,-2.3230524
730922400.0,,,-2.6511824
730944000.0,,,-0.2136852
730965600.0,,,-0.6199304
730987200.0,,,-1.0105566
731008800.0,,,0.8175688
731030400.0,,,0.36443606
731052000.0,,,-0.6043082
731073600.0,,,-1.0730531
731095200.0,,,-0.57305676
731116800.0,,,1.0519438
731138400.0,,,1.9894447
731160000.0,,,-0.69805455
731181600.0,,,-0.41680545
731203200.0,,,-0.35430405
731224800.0,,,0.5363211
731246400.0,,,-1.7449298
731268000.0,,,-0.010556514
731289600.0,,,0.63007164
731311200.0,,,-2.0886805
731332800.0,,,-0.79180384
731354400.0,,,0.0675726
731376000.0,,,2.2238235
731397600.0,,,3.0519412
731419200.0,,,3.067568
731440800.0,,,-1.2449328
731462400.0,,,1.3800789
731484000.0,,,0.0050601964
731505600.0,,,1.5363151
731527200.0,,,-1.21368
731548800.0,,,-2.2918043
731570400.0,,,-3.6355608
731592000.0,,,-2.8386805
731613600.0,,,-2.3699334
731635200.0,,,-2.5105553
731656800.0,,,-0.71367824
731678400.0,,,-0.51055884
731700000.0,,,0.11444452
731721600.0,,,-0.2293044
731743200.0,,,-1.5418053
731764800.0,,,0.7394432
731786400.0,,,0.770698
731808000.0,,,1.1613197
731829600.0,,,0.44257006
731851200.0,,,-0.33868068
731872800.0,,,-0.10430496
731894400.0,,,0.036320355
731916000.0,,,0.41131872
731937600.0,,,-1.0886806
731959200.0,,,0.8175712
731980800.0,,,1.161319
732002400.0,,,-0.5730547
732024000.0,,,1.067564
732045600.0,,,0.3956937
732067200.0,,,3.2550693
732088800.0,,,3.3488245
732110400.0,,,2.598786
732132000.0,,,-0.40117627
732153600.0,,,0.55194014
732175200.0,,,-2.1199312
732196800.0,,,-0.54180455
732218400.0,,,-1.2605574
732240000.0,,,0.5519451
732261600.0,,,-0.46368337
732283200.0,,,-1.9793012
732304800.0,,,-2.7918034
732326400.0,,,0.051949687
732348000.0,,,0.2394484
732369600.0,,,-0.66680384
732391200.0,,,0.9738197
732412800.0,,,0.45819473
732434400.0,,,-0.19805521
732456000.0,,,0.3331956
732477600.0,,,0.77069217
732499200.0,,,1.848818
732520800.0,,,1.6613175
732542400.0,,,0.4894458
732564000.0,,,0.3488196
732585600.0,,,1.5988183
732607200.0,,,-0.1043066
732628800.0,,,-0.86993074
732650400.0,,,1.5831932
732672000.0,,,-0.6355548
732693600.0,,,0.25506967
732715200.0,,,-1.8230554
732736800.0,,,-1.4011797
732758400.0,,,-0.58867663
732780000.0,,,-1.4480637
732801600.0,,,-0.97930145
732823200.0,,,1.286315
732844800.0,,,1.7706739
732866400.0,,,-3.4793046
732888000.0,,,-1.1355553
732909600.0,,,-0.69805825
732931200.0,,,-2.5261762
732952800.0,,,-0.24492909
732974400.0,,,1.8644434
732996000.0,,,2.92694
733017600.0,,,0.6456978
733039200.0,,,1.4581964
733060800.0,,,1.5050689
733082400.0,,,1.1613191
733104000.0,,,1.5988158
733125600.0,,,1.6456968
733147200.0,,,1.848819
733168800.0,,,1.2550697
733190400.0,,,1.3956956
733212000.0,,,1.9894439
733233600.0,,,0.7550701
733255200.0,,,-1.5418055
733276800.0,,,-0.8855569
733298400.0,,,0.13006957
733320000.0,,,0.16131862
733341600.0,,,-1.08868
733363200.0,,,2.0675688
733384800.0,,,-0.19805238
733406400.0,,,-0.3543057
733428000.0,,,-0.35430703
733449600.0,,,0.41132143
733471200.0,,,0.14569362
733492800.0,,,1.786322
733514400.0,,,-2.5261796
733536000.0,,,-0.26054168
733557600.0,,,-3.8386788
733579200.0,,,-2.760552
733600800.0,,,-2.5574307
733622400.0,,,-2.4480546
733644000.0,,,-1.8699315
733665600.0,,,-0.79180515
733687200.0,,,-0.90117854
733708800.0,,,1.2081953
733730400.0,,,0.83318955
733752000.0,,,0.020695403
733773600.0,,,0.78631973
733795200.0,,,1.5050707
733816800.0,,,2.2081952
733838400.0,,,1.0519389
733860000.0,,,-0.68242925
733881600.0,,,0.098817796
733903200.0,,,-0.4949285
733924800.0,,,-1.2918054
733946400.0,,,-0.15117866
733968000.0,,,-1.4949262
733989600.0,,,-1.1511791
734011200.0,,,0.036320228
734032800.0,,,-0.96368
734054400.0,,,-0.3230571
734076000.0,,,1.1613194
734097600.0,,,1.3488208
734119200.0,,,-1.5574298
734140800.0,,,0.19257325
734162400.0,,,-0.1355577
734184000.0,,,1.7706976
734205600.0,,,-0.69806474
734227200.0,,,-1.1511836
734248800.0,,,-2.0418026
734270400.0,,,-0.71368295
734292000.0,,,-1.5261816
734313600.0,,,-1.354305
734335200.0,,,-2.4793055
734356800.0,,,0.036321636
734378400.0,,,1.9894439
734400000.0,,,0.44256628
734421600.0,,,0.59881914
734443200.0,,,1.4738206
734464800.0,,,1.8644394
734486400.0,,,-0.885554
734508000.0,,,-0.5418038
734529600.0,,,-0.83868104
734551200.0,,,-0.10430508
734572800.0,,,0.36444503
734594400.0,,,-1.0730581
734616000.0,,,0.05194527
734637600.0,,,-0.588677
734659200.0,,,-0.7449329
734680800.0,,,0.17694363
734702400.0,,,0.4738204
734724000.0,,,1.583194
734745600.0,,,0.114447325
734767200.0,,,-1.3386803
734788800.0,,,0.8956938
734810400.0,,,-0.4793049
734832000.0,,,-0.22930127
734853600.0,,,-0.27617928
734875200.0,,,2.380073
734896800.0,,,-1.9011831
734918400.0,,,-0.3855518
734940000.0,,,0.06757242
734961600.0,,,0.77069527
734983200.0,,,-0.9011852
735004800.0,,,-0.55742747
735026400.0,,,0.83319396
735048000.0,,,1.098822
735069600.0,,,0.22382157
735091200.0,,,1.3488215
735112800.0,,,1.8956939
735134400.0,,,-1.0105541
735156000.0,,,-0.6824306
735177600.0,,,-1.0261817
735199200.0,,,-0.15117766
735220800.0,,,0.31756958
735242400.0,,,-1.3855542
735264000.0,,,1.3331945
735285600.0,,,1.6300666
735307200.0,,,0.66131955
735328800.0,,,-1.7449301
735350400.0,,,-0.0418053
735372000.0,,,0.20819448
735393600.0,,,0.14569622
735415200.0,,,-1.1199282
735436800.0,,,-0.7605551
735458400.0,,,-0.9324301
735480000.0,,,-0.4168073
735501600.0,,,-0.57305413
735523200.0,,,0.55194145
735544800.0,,,-0.9636788
735566400.0,,,1.4113214
735588000.0,,,-1.4636768
735609600.0,,,-0.5574289
735631200.0,,,2.2238152
735652800.0,,,1.833195
735674400.0,,,0.2394476
735696000.0,,,2.317569
735717600.0,,,0.9581933
735739200.0,,,-0.86992574
735760800.0,,,1.4738201
735782400.0,,,-1.2449318
735804000.0,,,-1.0730548
735825600.0,,,-0.4636821
735847200.0,,,-1.1824296
735868800.0,,,-2.2136774
735890400.0,,,0.020692619
735912000.0,,,-1.0105516
735933600.0,,,1.0675732
735955200.0,,,2.1456945
735976800.0,,,0.8488184
735998400.0,,,0.4113211
736020000.0,,,-0.7761786
736041600.0,,,2.0675693
736063200.0,,,-1.7293053
736084800.0,,,1.1925699
736106400.0,,,1.5675683
736128000.0,,,1.1300675
736149600.0,,,-3.1355526
736171200.0,,,0.13006781
736192800.0,,,0.45819423
736214400.0,,,-1.9636782
736236000.0,,,-0.010557189
736257600.0,,,-1.0886792
736279200.0,,,0.73944026
736300800.0,,,-0.6980548
736322400.0,,,2.5050664
736344000.0,,,-0.58868414
736365600.0,,,0.33319384
736387200.0,,,2.083193
736408800.0,,,-1.135553
736430400.0,,,1.0675675
736452000.0,,,-2.2293043
736473600.0,,,-0.86993337
736495200.0,,,-2.6824389
736516800.0,,,0.13006589
736538400.0,,,-1.744928
736560000.0,,,-0.24492908
736581600.0,,,0.5519487
736603200.0,,,0.44256923
736624800.0,,,3.036323
736646400.0,,,3.3800704
736668000.0,,,2.8488224
736689600.0,,,2.0988238
736711200.0,,,3.083197
736732800.0,,,6.770689
736754400.0,,,-0.18242905
736776000.0,,,-0.057431087
736797600.0,,,0.14569555
736819200.0,,,0.9269444
736840800.0,,,-0.4636783
736862400.0,,,-0.3543055
736884000.0,,,0.50506985
736905600.0,,,-1.6668078
736927200.0,,,-1.5730557
736948800.0,,,-1.2449299
736970400.0,,,-0.9949293
736992000.0,,,1.0050684
737013600.0,,,3.0519369
737035200.0,,,-0.35430193
737056800.0,,,-0.93243045
737078400.0,,,-1.4793032
737100000.0,,,1.505067
737121600.0,,,-1.3855536
737143200.0,,,-1.5105557
737164800.0,,,-1.0418061
737186400.0,,,1.005072
737208000.0,,,-0.5886813
737229600.0,,,1.0206914
737251200.0,,,1.2238115
737272800.0,,,3.3644345
737294400.0,,,0.19257051
737316000.0,,,0.9113239
737337600.0,,,3.3800712
737359200.0,,,4.926943
737380800.0,,,6.270695
737402400.0,,,6.5831947
737424000.0,,,4.8956957
737445600.0,,,0.5988201
737467200.0,,,-0.49492955
737488800.0,,,-0.86993027
737510400.0,,,0.19257084
737532000.0,,,-0.01055534
737553600.0,,,-1.4636794
737575200.0,,,-0.119930096
737596800.0,,,-1.4793082
737618400.0,,,-0.49493775
737640000.0,,,-0.44805178
737661600.0,,,-1.8386788
737683200.0,,,-0.11992942
737704800.0,,,1.3956928
737726400.0,,,0.8644426
737748000.0,,,0.48945016
737769600.0,,,1.1925654
737791200.0,,,-1.3074306
737812800.0,,,-1.8230578
737834400.0,,,-1.1824267
737856000.0,,,-1.1511748
737877600.0,,,-0.6980565
737899200.0,,,0.9269445
737920800.0,,,1.4738202
737942400.0,,,0.067570746
737964000.0,,,-0.9324253
737985600.0,,,1.1769439
738007200.0,,,4.0988193
738028800.0,,,1.3488228
738050400.0,,,4.4581947
738072000.0,,,6.2863193
738093600.0,,,2.1300673
738115200.0,,,-0.7918035
738136800.0,,,-0.13555385
738158400.0,,,-0.46368295
738180000.0,,,-0.33867925
738201600.0,,,-0.41680515
738223200.0,,,0.33319452
738244800.0,,,0.97381985
738266400.0,,,-1.6980553
738288000.0,,,0.19257079
738309600.0,,,-0.65117997
738331200.0,,,-1.1824276
738352800.0,,,0.4269406
738374400.0,,,1.1144364
738396000.0,,,2.0675712
738417600.0,,,1.6769398
738439200.0,,,-1.4949309
738460800.0,,,-2.1355567
738482400.0,,,-0.18243933
738504000.0,,,-0.7918032
738525600.0,,,1.1144462
738547200.0,,,-0.9792994
738568800.0,,,0.17694381
738590400.0,,,1.2238185
738612000.0,,,2.2863214
738633600.0,,,1.1769524
738655200.0,,,1.880072
738676800.0,,,3.6613204
738698400.0,,,3.942568
738720000.0,,,4.81757
738741600.0,,,5.880069
738763200.0,,,5.1769457
738784800.0,,,6.005069
738806400.0,,,4.0519443
738828000.0,,,3.8644428
738849600.0,,,1.0519426
738871200.0,,,1.489444
738892800.0,,,1.8175682
738914400.0,,,-0.041805226
738936000.0,,,1.3331953
738957600.0,,,3.4738193
738979200.0,,,-0.38555393
739000800.0,,,-0.2136822
739022400.0,,,0.36444837
739044000.0,,,-0.74493515
739065600.0,,,-0.2293095
739087200.0,,,-0.9949322
739108800.0,,,0.61444366
739130400.0,,,-0.99492705
739152000.0,,,-0.5574261
739173600.0,,,-0.13555957
739195200.0,,,-0.74492997
739216800.0,,,-0.40118015
739238400.0,,,0.56757134
739260000.0,,,1.2238231
739281600.0,,,2.16132
739303200.0,,,6.1613197
739324800.0,,,6.0988173
739346400.0,,,4.833197
739368000.0,,,5.3019447
739389600.0,,,5.848819
739411200.0,,,4.723821
739432800.0,,,4.8644447
739454400.0,,,5.380069
739476000.0,,,4.6300693
739497600.0,,,2.84882
739519200.0,,,2.4894447
739540800.0,,,0.97381914
739562400.0,,,-0.30742857
739584000.0,,,2.2238212
739605600.0,,,2.3488169
739627200.0,,,3.8800669
739648800.0,,,0.44256955
739670400.0,,,-0.36992842
739692000.0,,,0.3331934
739713600.0,,,-0.682437
739735200.0,,,-0.16680445
739756800.0,,,-0.6824299
739778400.0,,,-0.99492973
739800000.0,,,-0.9011851
739821600.0,,,0.13006064
739843200.0,,,0.8644379
739864800.0,,,0.2394463
739886400.0,,,-0.13555601
739908000.0,,,-0.07305576
739929600.0,,,0.59881973
739951200.0,,,0.86444443
739972800.0,,,-0.3699263
739994400.0,,,0.020693304
740016000.0,,,-0.8230546
740037600.0,,,2.1925724
740059200.0,,,3.0206907
740080800.0,,,4.145694
740102400.0,,,1.926943
740124000.0,,,2.0675707
740145600.0,,,2.583193
740167200.0,,,0.036319993
740188800.0,,,3.2238188
740210400.0,,,1.5363196
740232000.0,,,0.5363206
740253600.0,,,0.25506955
740275200.0,,,-0.61993027
740296800.0,,,0.4113193
740318400.0,,,-1.2449313
740340000.0,,,-2.33868
740361600.0,,,0.0050730347
740383200.0,,,1.4269444
740404800.0,,,-1.8699294
740426400.0,,,-0.88555425
740448000.0,,,-0.6355552
740469600.0,,,-1.3230547
740491200.0,,,-1.0105538
740512800.0,,,-0.99492824
740534400.0,,,-0.16680294
740556000.0,,,-0.44805598
740577600.0,,,1.8644433
740599200.0,,,2.8175664
740620800.0,,,0.25506815
740642400.0,,,-0.760555
740664000.0,,,0.20819439
740685600.0,,,0.70819384
740707200.0,,,1.4581946
740728800.0,,,2.1144469
740750400.0,,,7.676941
740772000.0,,,-1.4949294
740793600.0,,,0.38006812
740815200.0,,,0.5050704
740836800.0,,,3.0519447
740858400.0,,,-1.729305
740880000.0,,,0.02069587
740901600.0,,,3.4425712
740923200.0,,,2.6769435
740944800.0,,,-4.885555
740966400.0,,,-1.9168048
740988000.0,,,0.34882042
741009600.0,,,-0.26055518
741031200.0,,,0.19257037
741052800.0,,,-1.1355551
741074400.0,,,-1.5418024
741096000.0,,,-1.6668009
741117600.0,,,-0.85430425
741139200.0,,,-0.88555473
741160800.0,,,2.2394288
741182400.0,,,-0.74492955
741204000.0,,,0.09882015
741225600.0,,,4.051936
741247200.0,,,3.2863138
741268800.0,,,1.5988191
741290400.0,,,1.7863175
741312000.0,,,-0.97930676
741333600.0,,,-2.5261786
741355200.0,,,-2.1199307
741376800.0,,,-0.7293037
741398400.0,,,0.3488206
741420000.0,,,-0.86992866
741441600.0,,,2.645695
741463200.0,,,-1.6668035
741484800.0,,,-4.1511807
741506400.0,,,0.067567
741528000.0,,,-1.6043048
741549600.0,,,2.3175673
741571200.0,,,1.9738218
741592800.0,,,0.53631806
741614400.0,,,-1.4949319
741636000.0,,,-0.7449306
741657600.0,,,-1.8543053
741679200.0,,,0.31756973
741700800.0,,,0.16131984
741722400.0,,,0.55194455
741744000.0,,,-3.1315756
741765600.0,,,-2.2097003
741787200.0,,,-2.0534523
741808800.0,,,-2.0378253
741830400.0,,,-2.2097
741852000.0,,,-1.5065744
741873600.0,,,-1.3034492
741895200.0,,,-0.381573
741916800.0,,,0.41529757
741938400.0,,,-1.2565764
741960000.0,,,-4.6159496
741981600.0,,,-4.6315765
742003200.0,,,-2.4284494
742024800.0,,,-1.28782
742046400.0,,,-3.4596965
742068000.0,,,-3.084699
742089600.0,,,-1.8815752
742111200.0,,,-2.2722006
742132800.0,,,-2.5690756
742154400.0,,,-2.506575
742176000.0,,,-2.7409508
742197600.0,,,-3.5221999
742219200.0,,,-4.584701
742240800.0,,,-5.381574
742262400.0,,,-4.8815756
742284000.0,,,-4.1940756
742305600.0,,,-3.0065737
742327200.0,,,-1.428451
742348800.0,,,1.3684281
742370400.0,,,-0.33470422
742392000.0,,,-2.1940732
742413600.0,,,-2.0065725
742435200.0,,,-3.225326
742456800.0,,,-2.819076
742478400.0,,,-2.709702
742500000.0,,,-2.725323
742521600.0,,,-2.2878246
742543200.0,,,-1.6159493
742564800.0,,,-1.7253243
742586400.0,,,-1.6159499
742608000.0,,,-0.61594987
742629600.0,,,-1.2565725
742651200.0,,,-4.053452
742672800.0,,,-5.8503246
742694400.0,,,-5.3659496
742716000.0,,,-2.0221968
742737600.0,,,2.9777956
742759200.0,,,-6.662816
742780800.0,,,-2.8815734
742802400.0,,,-2.475325
742824000.0,,,-3.2409496
742845600.0,,,-3.05345
742867200.0,,,-3.4753227
742888800.0,,,-3.944076
742910400.0,,,-5.4440765
742932000.0,,,-5.787826
742953600.0,,,-5.1315746
742975200.0,,,-5.1315756
742996800.0,,,-3.8503263
743018400.0,,,-2.6784549
743040000.0,,,-2.912827
743061600.0,,,-3.7409499
743083200.0,,,-4.069076
743104800.0,,,-3.4909527
743126400.0,,,-3.8815744
743148000.0,,,-3.7565753
743169600.0,,,-3.8503246
743191200.0,,,-2.959701
743212800.0,,,-2.4128256
743234400.0,,,-1.7565734
743256000.0,,,-2.1159494
743277600.0,,,-1.4284487
743299200.0,,,-2.2097013
743320800.0,,,-0.7409492
743342400.0,,,-3.3034506
743364000.0,,,-6.209698
743385600.0,,,-5.365948
743407200.0,,,-3.5221987
743428800.0,,,-2.209701
743450400.0,,,1.1184169
743472000.0,,,-2.5065753
743493600.0,,,-3.2565744
743515200.0,,,-3.4440758
743536800.0,,,-3.8503244
743558400.0,,,-3.3815756
743580000.0,,,-3.537825
743601600.0,,,-5.0690713
743623200.0,,,-6.2409487
743644800.0,,,-5.7096996
743666400.0,,,-5.9440756
743688000.0,,,-4.975325
743709600.0,,,-5.0222015
743731200.0,,,-4.2565746
743752800.0,,,-5.2565746
743774400.0,,,-4.506576
743796000.0,,,-5.303444
743817600.0,,,-4.959699
743839200.0,,,-4.6315746
743860800.0,,,-4.1471987
743882400.0,,,-3.115949
743904000.0,,,-2.6471984
743925600.0,,,-1.6940718
743947200.0,,,-1.3815734
743968800.0,,,-1.2409495
743990400.0,,,-1.7096995
744012000.0,,,-2.42845
744033600.0,,,-2.8347037
744055200.0,,,-1.3971876
744076800.0,,,-5.084694
744098400.0,,,-5.022197
744120000.0,,,-3.6940742
744141600.0,,,-3.6940742
744163200.0,,,-3.5847013
744184800.0,,,-3.8971999
744206400.0,,,-3.756575
744228000.0,,,-4.194075
744249600.0,,,-4.147201
744271200.0,,,-4.397199
744292800.0,,,-5.1315737
744314400.0,,,-4.6003256
744336000.0,,,-5.5534496
744357600.0,,,-6.084699
744379200.0,,,-5.3659487
744400800.0,,,-4.8659487
744422400.0,,,-3.4284513
744444000.0,,,-3.7722003
744465600.0,,,-5.0690746
744487200.0,,,-1.2096996
744508800.0,,,-4.7565746
744530400.0,,,-4.600323
744552000.0,,,-3.850323
744573600.0,,,-2.6628249
744595200.0,,,-2.1315746
744616800.0,,,-1.4440738
744638400.0,,,-0.5065778
744660000.0,,,-0.9753262
744681600.0,,,-1.0534521
744703200.0,,,-1.9128234
744724800.0,,,-0.5690676
744746400.0,,,0.055931237
744768000.0,,,-2.912825
744789600.0,,,-4.100324
744811200.0,,,-3.1628306
744832800.0,,,-4.3815746
744854400.0,,,-4.9909496
744876000.0,,,-4.9753256
744897600.0,,,-4.8190746
744919200.0,,,-4.5690756
744940800.0,,,-4.7565746
744962400.0,,,-4.881575
744984000.0,,,-4.5846987
745005600.0,,,-4.9128237
745027200.0,,,-5.8815737
745048800.0,,,-5.5534496
745070400.0,,,-5.2253237
745092000.0,,,-4.256573
745113600.0,,,-4.819073
745135200.0,,,-5.6471977
745156800.0,,,-2.9753277
745178400.0,,,0.4621826
745200000.0,,,-4.1628222
745221600.0,,,-4.194071
745243200.0,,,-2.6940768
745264800.0,,,-2.381572
745286400.0,,,-0.75657755
745308000.0,,,-1.0378243
745329600.0,,,-0.8034487
745351200.0,,,-0.74094826
745372800.0,,,-1.6784514
745394400.0,,,-6.865948
745416000.0,,,-4.162827
745437600.0,,,-1.0222197
745459200.0,,,-2.1940875
745480800.0,,,-3.3659506
745502400.0,,,-4.537824
745524000.0,,,-4.631574
745545600.0,,,-5.0378246
745567200.0,,,-5.350325
745588800.0,,,-5.3815756
745610400.0,,,-5.2097
745632000.0,,,-5.2565756
745653600.0,,,-4.7097025
745675200.0,,,-4.3815737
745696800.0,,,-4.537824
745718400.0,,,-5.0065746
745740000.0,,,-4.6003246
745761600.0,,,-3.803448
745783200.0,,,-3.381575
745804800.0,,,-3.1628237
745826400.0,,,-3.6159484
745848000.0,,,-4.5065737
745869600.0,,,0.5246752
745891200.0,,,-2.8190718
745912800.0,,,-3.006573
745934400.0,,,-3.444069
745956000.0,,,-0.9440739
745977600.0,,,-1.0221969
745999200.0,,,-0.31907737
746020800.0,,,-1.2253197
746042400.0,,,-1.147197
746064000.0,,,-0.56907153
746085600.0,,,0.47780412
746107200.0,,,1.1965469
746128800.0,,,-2.5221996
746150400.0,,,-1.3346994
746172000.0,,,-3.1628258
746193600.0,,,-4.459699
746215200.0,,,-4.8659496
746236800.0,,,-5.631574
746258400.0,,,-5.787825
746280000.0,,,-5.5847006
746301600.0,,,-5.881574
746323200.0,,,-5.506575
746344800.0,,,-5.4284487
746366400.0,,,-4.662827
746388000.0,,,-4.256574
746409600.0,,,-4.1472
746431200.0,,,-3.0065737
746452800.0,,,-3.0847006
746474400.0,,,-2.4596984
746496000.0,,,-2.1159492
746517600.0,,,-1.9753237
746539200.0,,,-2.272199
746560800.0,,,0.64967793
746582400.0,,,-2.1784477
746604000.0,,,-1.1940724
746625600.0,,,-0.9753236
746647200.0,,,-0.42844877
746668800.0,,,-0.31906614
746690400.0,,,1.3059199
746712000.0,,,-0.69407123
746733600.0,,,-0.3346984
746755200.0,,,1.0090523
746776800.0,,,0.024688123
746798400.0,,,-1.8347036
746820000.0,,,-3.3346949
746841600.0,,,-3.0847
746863200.0,,,-3.2721994
746884800.0,,,-5.0378213
746906400.0,,,-5.100324
746928000.0,,,-5.8659496
746949600.0,,,-6.147201
746971200.0,,,-6.240951
746992800.0,,,-6.131574
747014400.0,,,-5.7722
747036000.0,,,-5.36595
747057600.0,,,-4.881574
747079200.0,,,-4.6159487
747100800.0,,,-3.584699
747122400.0,,,-2.8346994
747144000.0,,,-1.5534487
747165600.0,,,-1.1940757
747187200.0,,,-0.10032708
747208800.0,,,-0.10032525
747230400.0,,,-0.4440727
747252000.0,,,0.7903038
747273600.0,,,-1.1315753
747295200.0,,,0.165292
747316800.0,,,0.5090414
747338400.0,,,1.4621843
747360000.0,,,1.0403013
747381600.0,,,0.44654906
747403200.0,,,0.08717542
747424800.0,,,-0.35032505
747446400.0,,,0.96217614
747468000.0,,,-0.38157293
747489600.0,,,-2.19408
747511200.0,,,-2.6940768
747532800.0,,,-3.3346987
747554400.0,,,-3.631574
747576000.0,,,-4.80345
747597600.0,,,-4.881575
747619200.0,,,-5.8346996
747640800.0,,,-5.803449
747662400.0,,,-6.5846996
747684000.0,,,-6.8346996
747705600.0,,,-6.381575
747727200.0,,,-5.756575
747748800.0,,,-5.1315746
747770400.0,,,-4.6315737
747792000.0,,,-3.412824
747813600.0,,,-2.1628237
747835200.0,,,-1.7565749
747856800.0,,,-0.66282403
747878400.0,,,1.0090485
747900000.0,,,0.54030323
747921600.0,,,0.7278006
747943200.0,,,1.9777985
747964800.0,,,-0.5065758
747986400.0,,,-0.7878223
748008000.0,,,-0.33469892
748029600.0,,,0.22779353
748051200.0,,,1.0559244
748072800.0,,,0.74342626
748094400.0,,,0.16530092
748116000.0,,,-0.36594886
748137600.0,,,0.946552
748159200.0,,,-0.44407812
748180800.0,,,-2.787828
748202400.0,,,-3.8971984
748224000.0,,,-3.162825
748245600.0,,,-3.6159468
748267200.0,,,-4.5534487
748288800.0,,,-5.381576
748310400.0,,,-6.4596996
748332000.0,,,-6.1003256
748353600.0,,,-6.7565746
748375200.0,,,-6.506575
748396800.0,,,-6.3815737
748418400.0,,,-6.0378237
748440000.0,,,-5.2409487
748461600.0,,,-4.553449
748483200.0,,,-2.9753244
748504800.0,,,-1.9284506
748526400.0,,,-1.7096975
748548000.0,,,-1.2096989
748569600.0,,,0.118426286
748591200.0,,,0.6809229
748612800.0,,,1.4621749
748634400.0,,,1.1652992
748656000.0,,,-2.0221987
748677600.0,,,-2.0534518
748699200.0,,,-1.8347014
748720800.0,,,-1.2253262
748742400.0,,,-0.0065795477
748764000.0,,,0.36841983
748785600.0,,,0.49342296
748807200.0,,,0.22780119
748828800.0,,,2.4309132
748850400.0,,,-0.64720213
748872000.0,,,-3.553451
748893600.0,,,-2.6471999
748915200.0,,,-2.7096965
748936800.0,,,-2.0065677
748958400.0,,,-4.0846972
748980000.0,,,-5.3190746
749001600.0,,,-6.006575
749023200.0,,,-6.3971996
749044800.0,,,-6.5065746
749066400.0,,,-6.3034487
749088000.0,,,-6.0221987
749109600.0,,,-5.522198
749131200.0,,,-4.522199
749152800.0,,,-3.5065746
749174400.0,,,-3.1159492
749196000.0,,,-2.1315746
749217600.0,,,-1.4596995
749239200.0,,,-1.412819
749260800.0,,,0.89966744
749282400.0,,,0.39967692
749304000.0,,,0.13405374
749325600.0,,,1.509052
749347200.0,,,-2.5378249
749368800.0,,,-2.444075
749390400.0,,,-2.0065746
749412000.0,,,-1.4284495
749433600.0,,,-0.92845166
749455200.0,,,-0.81907207
749476800.0,,,-0.08470019
749498400.0,,,0.1340442
749520000.0,,,0.69655013
749541600.0,,,-2.0690742
749563200.0,,,-1.5378276
749584800.0,,,-2.5378234
749606400.0,,,-1.4284519
749628000.0,,,-2.0690742
749649600.0,,,-1.8972001
749671200.0,,,-2.7097013
749692800.0,,,-5.1784515
749714400.0,,,-5.8346987
749736000.0,,,-5.6784496
749757600.0,,,-5.3971996
749779200.0,,,-5.5065746
749800800.0,,,-4.912824
749822400.0,,,-3.9128237
749844000.0,,,-3.1628237
749865600.0,,,-2.397199
749887200.0,,,-2.1003244
749908800.0,,,-1.209699
749930400.0,,,-0.52219886
749952000.0,,,-2.0222003
749973600.0,,,-0.5847001
749995200.0,,,-0.5221989
750016800.0,,,-0.006573181
750038400.0,,,-2.3503246
750060000.0,,,-2.0222006
750081600.0,,,-2.31907
750103200.0,,,-1.4597015
750124800.0,,,-1.7722033
750146400.0,,,0.22780126
750168000.0,,,0.50904787
750189600.0,,,-0.77220714
750211200.0,,,1.5559235
750232800.0,,,0.38404518
750254400.0,,,-0.8815734
750276000.0,,,-0.7096983
750297600.0,,,-0.3815751
750319200.0,,,-1.2096988
750340800.0,,,-0.67844945
750362400.0,,,-1.2878202
750384000.0,,,0.087176785
750405600.0,,,-3.47532
750427200.0,,,-4.8034487
750448800.0,,,-5.381574
750470400.0,,,-4.8346996
750492000.0,,,-4.0065737
750513600.0,,,-3.3815734
750535200.0,,,-2.1628246
750556800.0,,,-1.1940731
750578400.0,,,-0.91282296
750600000.0,,,0.040300846
750621600.0,,,0.2746773
750643200.0,,,-0.99094576
750664800.0,,,-0.61594886
750686400.0,,,-0.6003262
750708000.0,,,-2.0847006
750729600.0,,,-0.3503254
750751200.0,,,-1.9284495
750772800.0,,,-1.9597012
750794400.0,,,-1.7253231
750816000.0,,,-2.490945
750837600.0,,,-2.7722015
750859200.0,,,-2.5065722
750880800.0,,,-0.9596951
750902400.0,,,1.3840381
750924000.0,,,-1.2878213
750945600.0,,,1.5715505
750967200.0,,,-0.5534543
750988800.0,,,-0.8972016
751010400.0,,,-0.45970157
751032000.0,,,1.0402992
751053600.0,,,0.05593055
751075200.0,,,1.0871711
751096800.0,,,-0.61595064
751118400.0,,,-3.0221982
751140000.0,,,-4.7253246
751161600.0,,,-4.5534472
751183200.0,,,-2.9128242
751204800.0,,,-3.0378237
