time,latitude,longitude,MTERH_sfc
633376800.0,,,0.35946655
633398400.0,,,0.35946655
633420000.0,,,0.35946655
633441600.0,,,0.35946655
633463200.0,,,0.35946655
633484800.0,,,0.35946655
633506400.0,,,0.35946655
633528000.0,,,60.359573
633549600.0,,,14.35944
633571200.0,,,0.35946655
633592800.0,,,0.35946655
633614400.0,,,0.35946655
633636000.0,,,0.35946655
633657600.0,,,0.35946655
633679200.0,,,0.35946655
633700800.0,,,0.35946655
633722400.0,,,0.35946655
633744000.0,,,0.35946655
633765600.0,,,0.35946655
633787200.0,,,0.35946655
633808800.0,,,0.35946655
633830400.0,,,0.35946655
633852000.0,,,0.35946655
633873600.0,,,0.35946655
633895200.0,,,0.359648
633916800.0,,,0.35946655
633938400.0,,,0.35946655
633960000.0,,,0.35946655
633981600.0,,,0.35946655
634003200.0,,,0.35946655
634024800.0,,,0.35946655
634046400.0,,,0.35946655
634068000.0,,,0.35946655
634089600.0,,,0.35946655
634111200.0,,,0.35946655
634132800.0,,,0.35946655
634154400.0,,,66.360916
634176000.0,,,72.35942
634197600.0,,,0.35946655
634219200.0,,,0.35950434
634240800.0,,,0.35946655
634262400.0,,,0.35946655
634284000.0,,,0.35946655
634305600.0,,,0.35946655
634327200.0,,,0.35946655
634348800.0,,,0.35946655
634370400.0,,,0.35946655
634392000.0,,,0.35946655
634413600.0,,,0.35946655
634435200.0,,,0.35946655
634456800.0,,,0.35946655
634478400.0,,,0.35946655
634500000.0,,,0.35946655
634521600.0,,,0.35946655
634543200.0,,,0.35946655
634564800.0,,,0.35946655
634586400.0,,,198.359
634608000.0,,,0.35946655
634629600.0,,,0.35946655
634651200.0,,,0.35946655
634672800.0,,,0.35946655
634694400.0,,,0.35946655
634716000.0,,,0.35946655
634737600.0,,,0.35946655
634759200.0,,,0.35946655
634780800.0,,,0.35946655
634802400.0,,,0.35946655
634824000.0,,,0.35946655
634845600.0,,,838.359
634867200.0,,,336.359
634888800.0,,,68.3594
634910400.0,,,0.35946655
634932000.0,,,0.35946655
634953600.0,,,0.35946655
634975200.0,,,0.35946655
634996800.0,,,0.35946655
635018400.0,,,0.35946655
635040000.0,,,0.35946655
635061600.0,,,0.35946655
635083200.0,,,0.35946655
635104800.0,,,0.35946655
635126400.0,,,0.35946655
635148000.0,,,0.35946655
635169600.0,,,0.35946655
635191200.0,,,0.35946655
635212800.0,,,0.35946655
635234400.0,,,0.35946655
635256000.0,,,0.35946655
635277600.0,,,0.3596078
635299200.0,,,0.35946655
635320800.0,,,0.35946655
635342400.0,,,0.35946655
635364000.0,,,0.35946655
635385600.0,,,0.35946655
635407200.0,,,0.35946655
635428800.0,,,0.35946655
635450400.0,,,0.35946655
635472000.0,,,0.35946655
635493600.0,,,0.35946655
635515200.0,,,12.361825
635536800.0,,,1282.3553
635558400.0,,,242.35965
635580000.0,,,90.359375
635601600.0,,,0.35946655
635623200.0,,,0.35946655
635644800.0,,,0.35946655
635666400.0,,,0.35946655
635688000.0,,,0.35946655
635709600.0,,,0.35946655
635731200.0,,,0.35946655
635752800.0,,,0.35946655
635774400.0,,,0.35946655
635796000.0,,,0.35946655
635817600.0,,,0.35946655
635839200.0,,,0.35946655
635860800.0,,,0.35946655
635882400.0,,,0.35946655
635904000.0,,,0.35946655
635925600.0,,,0.35946655
635947200.0,,,0.35946655
635968800.0,,,0.35946655
635990400.0,,,0.35946655
636012000.0,,,0.35946655
636033600.0,,,0.35946655
636055200.0,,,0.35946655
636076800.0,,,0.35946655
636098400.0,,,0.35946655
636120000.0,,,0.35946655
636141600.0,,,0.35946655
636163200.0,,,0.35946655
636184800.0,,,0.35946655
636206400.0,,,970.35944
636228000.0,,,708.3594
636249600.0,,,792.35876
636271200.0,,,432.359
636292800.0,,,14.359466
636314400.0,,,0.35946655
636336000.0,,,0.35946655
636357600.0,,,0.35946655
636379200.0,,,0.35946655
636400800.0,,,0.35946655
636422400.0,,,0.35946655
636444000.0,,,0.35946655
636465600.0,,,0.35946655
636487200.0,,,0.35946655
636508800.0,,,0.35946655
636530400.0,,,0.35946655
636552000.0,,,0.35946655
636573600.0,,,0.35946655
636595200.0,,,0.35946655
636616800.0,,,0.35946655
636638400.0,,,0.35946655
636660000.0,,,0.35946655
636681600.0,,,0.35946655
636703200.0,,,0.35946655
636724800.0,,,0.35946655
636746400.0,,,0.35946655
636768000.0,,,0.35946655
636789600.0,,,0.35946655
636811200.0,,,0.35946655
636832800.0,,,0.35946655
636854400.0,,,0.35946655
636876000.0,,,-19.640015
636897600.0,,,850.3587
636919200.0,,,718.3593
636940800.0,,,822.3589
636962400.0,,,534.3593
636984000.0,,,0.35950416
637005600.0,,,0.35946655
637027200.0,,,0.35946655
637048800.0,,,0.35946655
637070400.0,,,0.35946655
637092000.0,,,0.35946655
637113600.0,,,0.35946655
637135200.0,,,0.35946655
637156800.0,,,0.35946655
637178400.0,,,0.35946655
637200000.0,,,0.35946655
637221600.0,,,0.35946655
637243200.0,,,0.35946655
637264800.0,,,0.35946655
637286400.0,,,0.35946655
637308000.0,,,0.35946655
637329600.0,,,0.35946655
637351200.0,,,174.35995
637372800.0,,,0.35946655
637394400.0,,,0.35946655
637416000.0,,,0.35946655
637437600.0,,,0.35946655
637459200.0,,,0.35946655
637480800.0,,,0.35946655
637502400.0,,,0.35946655
637524000.0,,,0.35946655
637545600.0,,,0.35946655
637567200.0,,,448.35965
637588800.0,,,560.3596
637610400.0,,,534.35925
637632000.0,,,300.359
637653600.0,,,252.35922
637675200.0,,,2.359457
637696800.0,,,0.35946655
637718400.0,,,0.35946655
637740000.0,,,0.35946655
637761600.0,,,0.35946655
637783200.0,,,0.35946655
637804800.0,,,0.35946655
637826400.0,,,0.35946655
637848000.0,,,0.35946655
637869600.0,,,0.35946655
637891200.0,,,0.35946655
637912800.0,,,0.35946655
637934400.0,,,0.35946655
637956000.0,,,0.35946655
637977600.0,,,0.35946655
637999200.0,,,0.35946655
638020800.0,,,0.35946655
638042400.0,,,438.35867
638064000.0,,,0.35946655
638085600.0,,,0.35946655
638107200.0,,,0.35946655
638128800.0,,,0.35946655
638150400.0,,,0.35946655
638172000.0,,,0.35946655
638193600.0,,,0.35946655
638215200.0,,,0.35946655
638236800.0,,,14.3596325
638258400.0,,,710.3596
638280000.0,,,586.3596
638301600.0,,,368.35947
638323200.0,,,308.35934
638344800.0,,,434.359
638366400.0,,,22.35945
638388000.0,,,0.35946655
638409600.0,,,0.35946655
638431200.0,,,0.35946655
638452800.0,,,0.35946655
638474400.0,,,0.35946655
638496000.0,,,0.35946655
638517600.0,,,0.35946655
638539200.0,,,0.35946655
638560800.0,,,0.35946655
638582400.0,,,0.35946655
638604000.0,,,0.35946655
638625600.0,,,0.35946655
638647200.0,,,0.35946655
638668800.0,,,4.3595033
638690400.0,,,0.35946655
638712000.0,,,0.35946655
638733600.0,,,220.35954
638755200.0,,,0.35946655
638776800.0,,,0.35946655
638798400.0,,,0.35946655
638820000.0,,,0.35946655
638841600.0,,,0.35946655
638863200.0,,,0.35946655
638884800.0,,,0.35946655
638906400.0,,,0.35946655
638928000.0,,,170.36078
638949600.0,,,588.35986
638971200.0,,,572.3592
638992800.0,,,424.35922
639014400.0,,,558.3598
639036000.0,,,268.35925
639057600.0,,,66.35948
639079200.0,,,68.35958
639100800.0,,,4.359439
639122400.0,,,0.35946655
639144000.0,,,0.35946655
639165600.0,,,0.35946655
639187200.0,,,0.35946655
639208800.0,,,0.35946655
639230400.0,,,0.35946655
639252000.0,,,0.35946655
639273600.0,,,0.35946655
639295200.0,,,0.35946655
639316800.0,,,0.35946655
639338400.0,,,0.35946655
639360000.0,,,6.359491
639381600.0,,,4.3594666
639403200.0,,,26.359417
639424800.0,,,248.35973
639446400.0,,,0.35946655
639468000.0,,,0.35946655
639489600.0,,,0.35946655
639511200.0,,,0.35946655
639532800.0,,,0.35946655
639554400.0,,,0.35946655
639576000.0,,,0.35946655
639597600.0,,,0.35946655
639619200.0,,,662.3605
639640800.0,,,586.359
639662400.0,,,486.3596
639684000.0,,,618.3593
639705600.0,,,494.35916
639727200.0,,,468.35916
639748800.0,,,284.35944
639770400.0,,,182.35936
639792000.0,,,876.359
639813600.0,,,56.35931
639835200.0,,,0.35946655
639856800.0,,,0.35946655
639878400.0,,,0.35946655
639900000.0,,,0.35946655
639921600.0,,,0.35946655
639943200.0,,,0.35946655
639964800.0,,,0.35946655
639986400.0,,,0.35946655
640008000.0,,,0.35946655
640029600.0,,,0.35946655
640051200.0,,,8.359514
640072800.0,,,150.35956
640094400.0,,,334.36026
640116000.0,,,878.35876
640137600.0,,,0.35946655
640159200.0,,,0.35946655
640180800.0,,,0.35946655
640202400.0,,,0.35946655
640224000.0,,,0.35946655
640245600.0,,,0.35946655
640267200.0,,,0.35946655
640288800.0,,,0.35946655
640310400.0,,,748.3596
640332000.0,,,708.35925
640353600.0,,,518.3592
640375200.0,,,380.35947
640396800.0,,,366.35953
640418400.0,,,222.3601
640440000.0,,,194.3596
640461600.0,,,372.36005
640483200.0,,,564.3595
640504800.0,,,506.35916
640526400.0,,,454.35825
640548000.0,,,0.35946655
640569600.0,,,0.35946655
640591200.0,,,0.35946655
640612800.0,,,0.35946655
640634400.0,,,0.35946655
640656000.0,,,0.35946655
640677600.0,,,0.35946655
640699200.0,,,0.35946655
640720800.0,,,20.359623
640742400.0,,,72.35956
640764000.0,,,64.359474
640785600.0,,,464.35968
640807200.0,,,1004.35913
640828800.0,,,0.35946655
640850400.0,,,0.35946655
640872000.0,,,0.35946655
640893600.0,,,0.35946655
640915200.0,,,0.35946655
640936800.0,,,0.35946655
640958400.0,,,0.35946655
640980000.0,,,0.3595057
641001600.0,,,614.3595
641023200.0,,,594.35925
641044800.0,,,586.3595
641066400.0,,,534.3594
641088000.0,,,326.35938
641109600.0,,,210.35945
641131200.0,,,224.35963
641152800.0,,,462.36008
641174400.0,,,508.35938
641196000.0,,,226.35954
641217600.0,,,526.3588
641239200.0,,,98.359344
641260800.0,,,0.35946655
641282400.0,,,0.35946655
641304000.0,,,0.35946655
641325600.0,,,0.35946655
641347200.0,,,0.35946655
641368800.0,,,0.35946655
641390400.0,,,0.35949817
641412000.0,,,600.3603
641433600.0,,,132.35968
641455200.0,,,376.35947
641476800.0,,,1078.3601
641498400.0,,,790.35974
641520000.0,,,0.35946655
641541600.0,,,0.35946655
641563200.0,,,0.35946655
641584800.0,,,0.35946655
641606400.0,,,0.35946655
641628000.0,,,90.35971
641649600.0,,,128.35928
641671200.0,,,0.35946655
641692800.0,,,122.35968
641714400.0,,,214.35909
641736000.0,,,284.36035
641757600.0,,,454.3599
641779200.0,,,334.3597
641800800.0,,,302.3594
641822400.0,,,298.35962
641844000.0,,,298.35944
641865600.0,,,322.3594
641887200.0,,,232.35942
641908800.0,,,274.35977
641930400.0,,,190.36026
641952000.0,,,18.359673
641973600.0,,,0.35946655
641995200.0,,,0.35946655
642016800.0,,,0.35946655
642038400.0,,,0.35946655
642060000.0,,,2.359507
642081600.0,,,170.35997
642103200.0,,,794.35834
642124800.0,,,214.35895
642146400.0,,,488.3593
642168000.0,,,1252.3591
642189600.0,,,706.35974
642211200.0,,,0.35946655
642232800.0,,,0.35946655
642254400.0,,,0.35946655
642276000.0,,,0.35946655
642297600.0,,,16.359436
642319200.0,,,94.35933
642340800.0,,,146.35913
642362400.0,,,4.3595223
642384000.0,,,200.35965
642405600.0,,,230.35968
642427200.0,,,262.36008
642448800.0,,,248.35962
642470400.0,,,394.3594
642492000.0,,,766.3596
642513600.0,,,410.3599
642535200.0,,,620.35913
642556800.0,,,296.35983
642578400.0,,,350.35977
642600000.0,,,264.3594
642621600.0,,,484.3593
642643200.0,,,164.35915
642664800.0,,,6.3594666
642686400.0,,,6.359475
642708000.0,,,8.359453
642729600.0,,,0.35946655
642751200.0,,,16.359482
642772800.0,,,908.35986
642794400.0,,,326.3597
642816000.0,,,148.35951
642837600.0,,,318.35992
642859200.0,,,714.3593
642880800.0,,,1112.3593
642902400.0,,,0.35946655
642924000.0,,,0.35946655
642945600.0,,,0.35946655
642967200.0,,,0.35946655
642988800.0,,,148.35913
643010400.0,,,50.359657
643032000.0,,,6.359496
643053600.0,,,82.35952
643075200.0,,,126.3596
643096800.0,,,368.35974
643118400.0,,,498.35947
643140000.0,,,456.35953
643161600.0,,,444.3596
643183200.0,,,438.35947
643204800.0,,,396.3596
643226400.0,,,516.359
643248000.0,,,620.3599
643269600.0,,,598.3598
643291200.0,,,792.35913
643312800.0,,,562.35913
643334400.0,,,208.3593
643356000.0,,,50.359455
643377600.0,,,6.35948
643399200.0,,,12.359457
643420800.0,,,4.359471
643442400.0,,,102.35956
643464000.0,,,912.35974
643485600.0,,,192.35979
643507200.0,,,202.35953
643528800.0,,,208.35944
643550400.0,,,1274.3593
643572000.0,,,1096.3597
643593600.0,,,0.35946655
643615200.0,,,0.35946655
643636800.0,,,0.35946655
643658400.0,,,8.359459
643680000.0,,,12.35951
643701600.0,,,24.359562
643723200.0,,,18.359583
643744800.0,,,262.36002
643766400.0,,,650.359
643788000.0,,,484.35938
643809600.0,,,392.35934
643831200.0,,,386.3595
643852800.0,,,450.35925
643874400.0,,,366.35938
643896000.0,,,350.3596
643917600.0,,,342.35928
643939200.0,,,278.35962
643960800.0,,,264.35968
643982400.0,,,260.3592
644004000.0,,,346.35922
644025600.0,,,262.3594
644047200.0,,,84.359406
644068800.0,,,14.359472
644090400.0,,,10.359479
644112000.0,,,4.3594623
644133600.0,,,26.359455
644155200.0,,,286.35938
644176800.0,,,838.3595
644198400.0,,,290.3594
644220000.0,,,322.35962
644241600.0,,,502.35947
644263200.0,,,1380.3597
644284800.0,,,164.35968
644306400.0,,,28.359535
644328000.0,,,252.35974
644349600.0,,,62.35933
644371200.0,,,10.359473
644392800.0,,,106.359604
644414400.0,,,142.3594
644436000.0,,,168.35945
644457600.0,,,380.35977
644479200.0,,,418.3593
644500800.0,,,278.3594
644522400.0,,,328.35962
644544000.0,,,336.35925
644565600.0,,,194.35938
644587200.0,,,136.3594
644608800.0,,,108.359436
644630400.0,,,86.35945
644652000.0,,,64.35947
644673600.0,,,58.359444
644695200.0,,,44.35945
644716800.0,,,38.359467
644738400.0,,,30.359459
644760000.0,,,30.359468
644781600.0,,,42.359554
644803200.0,,,516.3598
644824800.0,,,1098.3593
644846400.0,,,358.35922
644868000.0,,,1426.359
644889600.0,,,658.36017
644911200.0,,,408.35962
644932800.0,,,392.35974
644954400.0,,,2178.3596
644976000.0,,,934.3593
644997600.0,,,718.35974
645019200.0,,,514.3584
645040800.0,,,32.359493
645062400.0,,,50.359486
645084000.0,,,138.35968
645105600.0,,,272.3594
645127200.0,,,258.35953
645148800.0,,,294.35953
645170400.0,,,442.35934
645192000.0,,,314.35953
645213600.0,,,270.35944
645235200.0,,,178.35939
645256800.0,,,134.35947
645278400.0,,,126.35946
645300000.0,,,114.35946
645321600.0,,,88.35946
645343200.0,,,66.359474
645364800.0,,,64.359474
645386400.0,,,56.359505
645408000.0,,,134.35988
645429600.0,,,232.3602
645451200.0,,,114.359726
645472800.0,,,294.36032
645494400.0,,,164.36006
645516000.0,,,120.35998
645537600.0,,,154.35948
645559200.0,,,188.3594
645580800.0,,,1192.3589
645602400.0,,,442.35974
645624000.0,,,926.35974
645645600.0,,,2150.3594
645667200.0,,,1058.36
645688800.0,,,1392.3597
645710400.0,,,1052.3578
645732000.0,,,46.35948
645753600.0,,,60.359486
645775200.0,,,112.3595
645796800.0,,,128.35947
645818400.0,,,198.35953
645840000.0,,,294.35944
645861600.0,,,340.35953
645883200.0,,,452.3593
645904800.0,,,256.35934
645926400.0,,,178.35947
645948000.0,,,160.35944
645969600.0,,,142.35947
645991200.0,,,124.35946
646012800.0,,,194.35982
646034400.0,,,424.3604
646056000.0,,,460.36014
646077600.0,,,1414.3604
646099200.0,,,3532.362
646120800.0,,,3642.3618
646142400.0,,,3948.3613
646164000.0,,,3148.3608
646185600.0,,,3444.3599
646207200.0,,,3844.3608
646228800.0,,,2130.3604
646250400.0,,,984.3595
646272000.0,,,166.35966
646293600.0,,,762.3601
646315200.0,,,1732.3612
646336800.0,,,2756.3599
646358400.0,,,1080.3593
646380000.0,,,1698.3605
646401600.0,,,1166.3569
646423200.0,,,88.359634
646444800.0,,,292.35968
646466400.0,,,86.359474
646488000.0,,,98.3595
646509600.0,,,130.35948
646531200.0,,,192.35947
646552800.0,,,220.35945
646574400.0,,,226.35944
646596000.0,,,212.35948
646617600.0,,,206.35947
646639200.0,,,180.35948
646660800.0,,,196.35971
646682400.0,,,584.3605
646704000.0,,,1934.3616
646725600.0,,,4378.3604
646747200.0,,,5026.36
646768800.0,,,4898.3594
646790400.0,,,4874.3594
646812000.0,,,4896.359
646833600.0,,,4874.359
646855200.0,,,4816.3594
646876800.0,,,4800.359
646898400.0,,,4840.359
646920000.0,,,4472.359
646941600.0,,,3208.3599
646963200.0,,,2360.36
646984800.0,,,3330.36
647006400.0,,,3630.36
647028000.0,,,3854.3596
647049600.0,,,944.35944
647071200.0,,,1248.3607
647092800.0,,,1676.358
647114400.0,,,778.361
647136000.0,,,1150.3596
647157600.0,,,274.35907
647179200.0,,,108.359505
647200800.0,,,130.3595
647222400.0,,,162.35948
647244000.0,,,190.3595
647265600.0,,,216.35948
647287200.0,,,236.3595
647308800.0,,,274.35974
647330400.0,,,1358.3602
647352000.0,,,1668.361
647373600.0,,,3964.3608
647395200.0,,,4304.3613
647416800.0,,,4808.3594
647438400.0,,,5194.36
647460000.0,,,5472.3594
647481600.0,,,5344.3594
647503200.0,,,5066.3594
647524800.0,,,5070.3594
647546400.0,,,5156.36
647568000.0,,,4642.3594
647589600.0,,,4738.36
647611200.0,,,4832.359
647632800.0,,,4324.36
647654400.0,,,3404.3599
647676000.0,,,4328.36
647697600.0,,,3800.3599
647719200.0,,,4182.3594
647740800.0,,,1108.3596
647762400.0,,,1200.3599
647784000.0,,,2122.36
647805600.0,,,1954.3594
647827200.0,,,1652.3596
647848800.0,,,576.3581
647870400.0,,,134.35948
647892000.0,,,152.3595
647913600.0,,,174.35948
647935200.0,,,192.3595
647956800.0,,,236.35948
647978400.0,,,714.361
648000000.0,,,1980.3608
648021600.0,,,4598.361
648043200.0,,,4738.359
648064800.0,,,4878.36
648086400.0,,,5444.36
648108000.0,,,5446.3594
648129600.0,,,4986.3594
648151200.0,,,4786.3594
648172800.0,,,4882.3594
648194400.0,,,5008.3594
648216000.0,,,4996.3594
648237600.0,,,4872.3594
648259200.0,,,4852.3594
648280800.0,,,5062.359
648302400.0,,,5058.3594
648324000.0,,,4966.3594
648345600.0,,,4600.359
648367200.0,,,4506.3594
648388800.0,,,4240.3594
648410400.0,,,4226.3594
648432000.0,,,1118.3605
648453600.0,,,1440.3601
648475200.0,,,1930.36
648496800.0,,,2224.3594
648518400.0,,,1470.3589
648540000.0,,,334.35904
648561600.0,,,186.35945
648583200.0,,,176.3595
648604800.0,,,200.35948
648626400.0,,,224.35951
648648000.0,,,366.35992
648669600.0,,,2216.3618
648691200.0,,,4830.359
648712800.0,,,4834.359
648734400.0,,,4994.36
648756000.0,,,4966.3594
648777600.0,,,5020.3594
648799200.0,,,5044.359
648820800.0,,,4798.3594
648842400.0,,,4924.3594
648864000.0,,,4698.3594
648885600.0,,,4752.3594
648907200.0,,,4642.3594
648928800.0,,,4658.3594
648950400.0,,,4732.3594
648972000.0,,,4866.3594
648993600.0,,,4704.3594
649015200.0,,,4772.3594
649036800.0,,,4954.3594
649058400.0,,,4366.3594
649080000.0,,,4354.3594
649101600.0,,,4670.3594
649123200.0,,,2070.3596
649144800.0,,,2018.3605
649166400.0,,,2886.3591
649188000.0,,,2188.3596
649209600.0,,,2410.3584
649231200.0,,,786.3588
649252800.0,,,524.35913
649274400.0,,,426.35953
649296000.0,,,350.35968
649317600.0,,,864.3609
649339200.0,,,2366.3608
649360800.0,,,4874.36
649382400.0,,,5074.36
649404000.0,,,4856.36
649425600.0,,,5018.359
649447200.0,,,4886.3594
649468800.0,,,4736.3594
649490400.0,,,4784.36
649512000.0,,,4878.3594
649533600.0,,,5050.3594
649555200.0,,,5050.3594
649576800.0,,,5000.3594
649598400.0,,,5052.3594
649620000.0,,,4976.3594
649641600.0,,,5202.3594
649663200.0,,,5206.3594
649684800.0,,,4858.3594
649706400.0,,,4798.3594
649728000.0,,,4698.3594
649749600.0,,,4550.3594
649771200.0,,,4372.3594
649792800.0,,,4318.3594
649814400.0,,,2780.3596
649836000.0,,,2836.3594
649857600.0,,,2970.3599
649879200.0,,,2974.359
649900800.0,,,2544.36
649922400.0,,,1618.3578
649944000.0,,,584.3589
649965600.0,,,554.36017
649987200.0,,,1630.3611
650008800.0,,,2054.3608
650030400.0,,,4292.36
650052000.0,,,4420.359
650073600.0,,,4750.36
650095200.0,,,5350.3594
650116800.0,,,5444.359
650138400.0,,,5294.3594
650160000.0,,,5204.3594
650181600.0,,,5130.3594
650203200.0,,,5172.3594
650224800.0,,,5126.36
650246400.0,,,5182.3594
650268000.0,,,5070.3594
650289600.0,,,5138.3594
650311200.0,,,5176.3594
650332800.0,,,5056.3594
650354400.0,,,4754.3594
650376000.0,,,4574.3594
650397600.0,,,4710.3594
650419200.0,,,4748.3594
650440800.0,,,4620.3594
650462400.0,,,4632.3594
650484000.0,,,4392.3594
650505600.0,,,2414.36
650527200.0,,,3066.3591
650548800.0,,,3282.359
650570400.0,,,2812.3604
650592000.0,,,2746.36
650613600.0,,,3198.3604
650635200.0,,,2332.3594
650656800.0,,,2926.36
650678400.0,,,3526.359
650700000.0,,,3878.3591
650721600.0,,,3820.3599
650743200.0,,,4900.3604
650764800.0,,,5354.3594
650786400.0,,,5342.359
650808000.0,,,5124.36
650829600.0,,,5656.3594
650851200.0,,,5372.359
650872800.0,,,5034.3594
650894400.0,,,4918.3594
650916000.0,,,5050.3594
650937600.0,,,5002.3594
650959200.0,,,4966.3594
650980800.0,,,5058.3594
651002400.0,,,4932.3594
651024000.0,,,4962.3594
651045600.0,,,4858.3594
651067200.0,,,4658.3594
651088800.0,,,4550.3594
651110400.0,,,4604.3594
651132000.0,,,4504.3594
651153600.0,,,4488.3594
651175200.0,,,4330.3594
651196800.0,,,642.3596
651218400.0,,,830.35986
651240000.0,,,1362.361
651261600.0,,,1246.3584
651283200.0,,,1628.3615
651304800.0,,,3820.3594
651326400.0,,,4214.36
651348000.0,,,3902.3604
651369600.0,,,3768.3591
651391200.0,,,4088.36
651412800.0,,,5012.3594
651434400.0,,,4934.36
651456000.0,,,4906.359
651477600.0,,,4404.359
651499200.0,,,3540.3594
651520800.0,,,2550.3591
651542400.0,,,4236.3594
651564000.0,,,4740.3594
651585600.0,,,4872.3594
651607200.0,,,4972.3594
651628800.0,,,5104.3594
651650400.0,,,5152.3594
651672000.0,,,4998.3594
651693600.0,,,4956.3594
651715200.0,,,5008.3594
651736800.0,,,4572.359
651758400.0,,,4392.359
651780000.0,,,3458.3591
651801600.0,,,3264.3591
651823200.0,,,3208.3591
651844800.0,,,2882.3594
651866400.0,,,3802.3594
651888000.0,,,254.35945
651909600.0,,,276.35965
651931200.0,,,326.35953
651952800.0,,,514.3593
651974400.0,,,620.35956
651996000.0,,,2082.361
652017600.0,,,3540.3599
652039200.0,,,4366.36
652060800.0,,,4586.3594
652082400.0,,,4518.3594
652104000.0,,,4142.3584
652125600.0,,,2688.3584
652147200.0,,,2006.359
652168800.0,,,1434.3593
652190400.0,,,1292.3595
652212000.0,,,1296.3595
652233600.0,,,1366.3595
652255200.0,,,1402.3596
652276800.0,,,1856.3596
652298400.0,,,2896.3599
652320000.0,,,4186.3594
652341600.0,,,4640.3594
652363200.0,,,4492.359
652384800.0,,,4038.3594
652406400.0,,,4412.3594
652428000.0,,,3394.3591
652449600.0,,,2770.3594
652471200.0,,,2694.3594
652492800.0,,,3044.3594
652514400.0,,,3530.3594
652536000.0,,,3448.3596
652557600.0,,,3864.3594
652579200.0,,,270.35956
652600800.0,,,560.3601
652622400.0,,,2064.3604
652644000.0,,,1126.3597
652665600.0,,,1414.3602
652687200.0,,,2558.3604
652708800.0,,,3592.3599
652730400.0,,,4434.359
652752000.0,,,4648.359
652773600.0,,,4304.3594
652795200.0,,,3664.3577
652816800.0,,,1406.359
