time,latitude,longitude,VGRD_10m
841838400.0,,,1.0677683
841860000.0,,,-1.4947289
841881600.0,,,-3.166605
841903200.0,,,-0.713477
841924800.0,,,-1.604105
841946400.0,,,0.2552679
841968000.0,,,-0.51036066
841989600.0,,,-2.1666036
842011200.0,,,-1.1197283
842032800.0,,,-2.0416071
842054400.0,,,-3.775976
842076000.0,,,-3.4791028
842097600.0,,,-1.4634801
842119200.0,,,-0.7759787
842140800.0,,,-2.1978576
842162400.0,,,2.2083938
842184000.0,,,1.7240208
842205600.0,,,1.286521
842227200.0,,,1.9583923
842248800.0,,,-0.46348107
842270400.0,,,-1.5572304
842292000.0,,,-1.0728557
842313600.0,,,-2.3541071
842335200.0,,,-2.916605
842356800.0,,,-3.4791043
842378400.0,,,-3.9947286
842400000.0,,,-4.1822295
842421600.0,,,-2.9791036
842443200.0,,,-3.0728548
842464800.0,,,-3.8853552
842486400.0,,,-2.90098
842508000.0,,,-1.9634796
842529600.0,,,0.11464611
842551200.0,,,-0.94785357
842572800.0,,,-2.2759798
842594400.0,,,-1.7291064
842616000.0,,,1.0208939
842637600.0,,,0.7240199
842659200.0,,,0.08339104
842680800.0,,,-3.416614
842702400.0,,,-1.8228521
842724000.0,,,-1.8384808
842745600.0,,,-1.666597
842767200.0,,,-1.7916039
842788800.0,,,-1.8853552
842810400.0,,,-0.11972786
842832000.0,,,-0.99473065
842853600.0,,,1.6771464
842875200.0,,,0.25526965
842896800.0,,,1.0990198
842918400.0,,,-0.3541049
842940000.0,,,-1.5259794
842961600.0,,,-1.2291067
842983200.0,,,-1.1353557
843004800.0,,,-0.8697318
843026400.0,,,-1.6978557
843048000.0,,,-2.2759795
843069600.0,,,-2.8228536
843091200.0,,,-4.0103536
843112800.0,,,-2.5884802
843134400.0,,,-3.46348
843156000.0,,,-3.6197283
843177600.0,,,-1.6197296
843199200.0,,,-1.1197298
843220800.0,,,-0.30723107
843242400.0,,,0.98964494
843264000.0,,,-1.4478544
843285600.0,,,-1.2603548
843307200.0,,,-1.0572304
843328800.0,,,0.9740168
843350400.0,,,-1.6197288
843372000.0,,,-1.0572364
843393600.0,,,-2.6978533
843415200.0,,,-2.4322298
843436800.0,,,0.97402304
843458400.0,,,0.4896434
843480000.0,,,-1.4478552
843501600.0,,,0.020898193
843523200.0,,,3.31777
843544800.0,,,1.0677718
843566400.0,,,1.0052702
843588000.0,,,0.44276953
843609600.0,,,0.13027088
843631200.0,,,-0.6041047
843652800.0,,,0.13027102
843674400.0,,,-0.11972989
843696000.0,,,-1.072855
843717600.0,,,0.03651978
843739200.0,,,-1.1509801
843760800.0,,,-0.4478535
843782400.0,,,-0.51035506
843804000.0,,,-0.6509801
843825600.0,,,-1.6197299
843847200.0,,,-2.6666048
843868800.0,,,-0.9166084
843890400.0,,,-0.88535553
843912000.0,,,-1.4009783
843933600.0,,,0.56776524
843955200.0,,,0.6146453
843976800.0,,,-0.43222985
843998400.0,,,-1.4166052
844020000.0,,,1.5833945
844041600.0,,,2.5521393
844063200.0,,,0.47401944
844084800.0,,,-0.47909904
844106400.0,,,-1.5884782
844128000.0,,,2.2708983
844149600.0,,,2.3177693
844171200.0,,,1.239645
844192800.0,,,2.6146493
844214400.0,,,3.3490212
844236000.0,,,3.3333943
844257600.0,,,1.833395
844279200.0,,,0.9427707
844300800.0,,,0.5677697
844322400.0,,,-0.7291047
844344000.0,,,-1.2447294
844365600.0,,,-1.2916052
844387200.0,,,-1.2134798
844408800.0,,,-0.55722976
844430400.0,,,-0.04160364
844452000.0,,,0.2083961
844473600.0,,,0.8802719
844495200.0,,,1.8333956
844516800.0,,,1.6615204
844538400.0,,,0.9115219
844560000.0,,,0.77089566
844581600.0,,,0.7240203
844603200.0,,,-0.61972684
844624800.0,,,-0.96347815
844646400.0,,,-0.6041039
844668000.0,,,0.36464548
844689600.0,,,0.1615197
844711200.0,,,0.036520243
844732800.0,,,3.7083955
844754400.0,,,2.4583921
844776000.0,,,0.364646
844797600.0,,,-2.0259755
844819200.0,,,1.0677664
844840800.0,,,1.6146454
844862400.0,,,1.5521463
844884000.0,,,3.536521
844905600.0,,,4.13027
844927200.0,,,3.6927683
844948800.0,,,2.4896438
844970400.0,,,2.1302686
844992000.0,,,1.2708937
845013600.0,,,-0.33848003
845035200.0,,,-1.4478558
845056800.0,,,-1.1822306
845078400.0,,,0.31777257
845100000.0,,,1.8177682
845121600.0,,,0.6615211
845143200.0,,,0.8490251
845164800.0,,,3.3177571
845186400.0,,,0.2083962
845208000.0,,,0.78652465
845229600.0,,,2.849019
845251200.0,,,2.81777
845272800.0,,,2.2083952
845294400.0,,,1.5365186
845316000.0,,,-0.010352631
845337600.0,,,0.94277084
845359200.0,,,0.42714617
845380800.0,,,1.9115212
845402400.0,,,1.0833969
845424000.0,,,2.3646402
845445600.0,,,5.911519
845467200.0,,,-0.025990875
845488800.0,,,-1.3384717
845510400.0,,,-0.26036003
845532000.0,,,-2.4322298
845553600.0,,,-0.85409844
845575200.0,,,2.192771
845596800.0,,,2.3490193
845618400.0,,,1.7552693
845640000.0,,,1.1458952
845661600.0,,,0.86464524
845683200.0,,,-0.7447298
845704800.0,,,-0.54160476
845726400.0,,,0.5677704
845748000.0,,,-0.30722943
845769600.0,,,1.4740179
845791200.0,,,-0.5103512
845812800.0,,,3.8646436
845834400.0,,,0.7708954
845856000.0,,,0.50527775
845877600.0,,,2.8958938
845899200.0,,,1.7865158
845920800.0,,,0.89589685
845942400.0,,,0.44276786
845964000.0,,,0.6302675
845985600.0,,,0.8958871
846007200.0,,,1.5208915
846028800.0,,,0.7865182
846050400.0,,,0.6146449
846072000.0,,,1.8958942
846093600.0,,,2.2083962
846115200.0,,,-0.86971486
846136800.0,,,5.9896502
846158400.0,,,-0.41661212
846180000.0,,,-1.3384715
846201600.0,,,1.2083949
846223200.0,,,-3.1666124
846244800.0,,,-1.9478518
846266400.0,,,1.2865217
846288000.0,,,2.286521
846309600.0,,,2.7708938
846331200.0,,,0.11464236
846352800.0,,,0.5833947
846374400.0,,,0.6146453
846396000.0,,,-0.40098038
846417600.0,,,0.8333913
846439200.0,,,-1.9791036
846460800.0,,,-2.057227
846482400.0,,,0.5052703
846504000.0,,,2.333395
846525600.0,,,2.005269
846547200.0,,,2.2865171
846568800.0,,,1.5521446
846590400.0,,,0.8490207
846612000.0,,,0.66152686
846633600.0,,,-1.9166026
846655200.0,,,0.44276884
846676800.0,,,-0.6509798
846698400.0,,,0.692772
846720000.0,,,-0.5416027
846741600.0,,,0.75527143
846763200.0,,,1.8958924
846784800.0,,,-0.07285118
846806400.0,,,-3.0259752
846828000.0,,,5.239647
846849600.0,,,3.5521553
846871200.0,,,5.052143
846892800.0,,,1.4271433
846914400.0,,,-2.3853617
846936000.0,,,-0.6666025
846957600.0,,,1.7083955
846979200.0,,,1.5052708
847000800.0,,,0.2865193
847022400.0,,,0.6146462
847044000.0,,,1.0677673
847065600.0,,,-1.3853543
847087200.0,,,-1.5572251
847108800.0,,,1.3333899
847130400.0,,,2.3021467
847152000.0,,,3.1771457
847173600.0,,,3.661516
847195200.0,,,-0.4478599
847216800.0,,,-0.7134818
847238400.0,,,-0.22910291
847260000.0,,,-0.66660196
847281600.0,,,-0.41661045
847303200.0,,,-1.9166013
847324800.0,,,1.8646424
847346400.0,,,2.224019
847368000.0,,,0.72402066
847389600.0,,,1.552143
847411200.0,,,1.2083918
847432800.0,,,1.0521449
847454400.0,,,0.02089679
847476000.0,,,0.48964438
847497600.0,,,1.8021423
847519200.0,,,-0.1822298
847540800.0,,,0.50526965
847562400.0,,,6.1771426
847584000.0,,,-0.18222979
847605600.0,,,-0.5259892
847627200.0,,,-1.729105
847648800.0,,,-0.6353552
847670400.0,,,-1.0259801
847692000.0,,,-1.0728546
847713600.0,,,0.44276798
847735200.0,,,-2.2916098
847756800.0,,,-1.5416048
847778400.0,,,-0.2915989
847800000.0,,,1.0208987
847821600.0,,,0.5365209
847843200.0,,,-0.18223038
847864800.0,,,0.17714122
847886400.0,,,-0.16660449
847908000.0,,,-0.541603
847929600.0,,,-0.93222827
847951200.0,,,0.53652227
847972800.0,,,2.5677714
847994400.0,,,1.8490222
848016000.0,,,-0.6041041
848037600.0,,,0.42714354
848059200.0,,,0.56776965
848080800.0,,,0.7552713
848102400.0,,,1.5208951
848124000.0,,,0.48964632
848145600.0,,,-0.025978409
848167200.0,,,1.4740196
848188800.0,,,-0.8384782
848210400.0,,,-0.6197301
848232000.0,,,1.036521
848253600.0,,,5.53651
848275200.0,,,0.0052673696
848296800.0,,,-1.9947325
848318400.0,,,-0.6822334
848340000.0,,,-2.9634829
848361600.0,,,-1.2134769
848383200.0,,,-0.6509833
848404800.0,,,-0.9791068
848426400.0,,,-0.04160253
848448000.0,,,2.5833843
848469600.0,,,0.14589722
848491200.0,,,1.5990167
848512800.0,,,-0.93223226
848534400.0,,,-0.5259772
848556000.0,,,-1.4009798
848577600.0,,,-0.47910598
848599200.0,,,-0.0103532765
848620800.0,,,0.33339807
848642400.0,,,0.84902257
848664000.0,,,0.95839673
848685600.0,,,1.5833949
848707200.0,,,1.3333949
848728800.0,,,2.19277
848750400.0,,,2.0208938
848772000.0,,,2.5052652
848793600.0,,,0.80214655
848815200.0,,,0.6302705
848836800.0,,,0.2083948
848858400.0,,,-0.5884788
848880000.0,,,0.33339527
848901600.0,,,0.6771426
848923200.0,,,-0.63535535
848944800.0,,,-0.35410812
848966400.0,,,-1.2916001
848988000.0,,,-0.5884792
849009600.0,,,-2.2447426
849031200.0,,,-4.9634733
849052800.0,,,-1.9791013
849074400.0,,,1.0521413
849096000.0,,,-0.16660209
849117600.0,,,1.2240217
849139200.0,,,-0.21347867
849160800.0,,,0.8490233
849182400.0,,,2.4583926
849204000.0,,,1.0521445
849225600.0,,,-0.07284746
849247200.0,,,1.7240189
849268800.0,,,0.50527054
849290400.0,,,0.47401914
849312000.0,,,2.2240207
849333600.0,,,2.7865193
849355200.0,,,1.114645
849376800.0,,,-1.8072284
849398400.0,,,1.333393
849420000.0,,,0.8490185
849441600.0,,,1.4896454
849463200.0,,,1.6927702
849484800.0,,,1.3333949
849506400.0,,,1.7708961
849528000.0,,,1.8802702
849549600.0,,,3.208394
849571200.0,,,0.88027376
849592800.0,,,1.5052713
849614400.0,,,1.4427681
849636000.0,,,1.6146557
849657600.0,,,2.7865167
849679200.0,,,-0.40097937
849700800.0,,,-0.900978
849722400.0,,,-0.7759829
849744000.0,,,-0.82285136
849765600.0,,,1.052145
849787200.0,,,0.84902185
849808800.0,,,-1.5259783
849830400.0,,,1.6771487
849852000.0,,,0.0052685784
849873600.0,,,1.4583955
849895200.0,,,-0.38535538
849916800.0,,,-0.9166038
849938400.0,,,1.7552661
849960000.0,,,-0.8384797
849981600.0,,,-0.10410382
850003200.0,,,-0.32285404
850024800.0,,,1.4583958
850046400.0,,,0.72401917
850068000.0,,,-0.010353309
850089600.0,,,-0.1509783
850111200.0,,,-0.66660446
850132800.0,,,0.14589371
850154400.0,,,0.005271362
850176000.0,,,2.0521448
850197600.0,,,-0.4322287
850219200.0,,,1.6146442
850240800.0,,,1.0990205
850262400.0,,,-1.1353544
850284000.0,,,-0.61972654
850305600.0,,,-0.24472673
850327200.0,,,-1.6822288
850348800.0,,,-1.3853532
850370400.0,,,2.8177724
850392000.0,,,2.3958929
850413600.0,,,1.2240181
850435200.0,,,-0.65097594
850456800.0,,,1.0208967
850478400.0,,,2.0208976
850500000.0,,,2.5521433
850521600.0,,,2.8021476
850543200.0,,,4.4583936
850564800.0,,,2.005268
850586400.0,,,1.0052681
850608000.0,,,1.09902
850629600.0,,,-0.9947316
850651200.0,,,-1.5103549
850672800.0,,,1.6146439
850694400.0,,,1.3646444
850716000.0,,,1.3333946
850737600.0,,,0.98964226
850759200.0,,,-0.8228543
850780800.0,,,0.06776971
850802400.0,,,-0.5416048
850824000.0,,,-0.7291074
